paper_id,title,authors,abstract,venue,year,categories,source,metadata,title_length,abstract_length,num_authors,num_categories,combined_text,cluster_id
arxiv_2511.02757v1,ConMeZO: Adaptive Descent-Direction Sampling for Gradient-Free Finetuning of Large Language Models,"['Lejs Deen Behric' 'Liang Zhang' 'Bingcong Li'
 'Kiran Koshy Thekumparampil']","Zeroth-order or derivative-free optimization (MeZO) is an attractive strategy for finetuning large language models (LLMs) because it eliminates the memory overhead of backpropagation. However, it converges slowly due to the inherent curse of dimensionality when searching for descent directions in the high-dimensional parameter space of billion-scale LLMs. We propose ConMeZO, a novel zeroth-order optimizer that accelerates convergence by adaptive directional sampling. Instead of drawing the direction uniformly at random, ConMeZO restricts the sampling to a cone centered around a momentum estimate. This concentrates the search in directions where the true gradient is more likely to lie and thus reduces the effect of high dimensions. We prove that ConMeZO achieves the same worst-case convergence rate as MeZO. Empirically, when finetuning LLMs on natural language tasks, ConMeZO is up to 2X faster than MeZO while retaining the low-memory footprint of zeroth-order methods.",arXiv,2025,['cs.LG' 'math.OC' 'stat.ML'],arxiv,"{'citation_count': None, 'external_ids': None, 'pdf_url': 'https://arxiv.org/pdf/2511.02757v1', 'primary_category': 'cs.LG', 'publication_date': None, 'published': '2025-11-04T17:35:52+00:00', 'reference_count': None}",98,981,4,0,"ConMeZO: Adaptive Descent-Direction Sampling for Gradient-Free Finetuning of Large Language Models. Zeroth-order or derivative-free optimization (MeZO) is an attractive strategy for finetuning large language models (LLMs) because it eliminates the memory overhead of backpropagation. However, it converges slowly due to the inherent curse of dimensionality when searching for descent directions in the high-dimensional parameter space of billion-scale LLMs. We propose ConMeZO, a novel zeroth-order optimizer that accelerates convergence by adaptive directional sampling. Instead of drawing the direction uniformly at random, ConMeZO restricts the sampling to a cone centered around a momentum estimate. This concentrates the search in directions where the true gradient is more likely to lie and thus reduces the effect of high dimensions. We prove that ConMeZO achieves the same worst-case convergence rate as MeZO. Empirically, when finetuning LLMs on natural language tasks, ConMeZO is up to 2X faster than MeZO while retaining the low-memory footprint of zeroth-order methods.",2
s2_990a7b4eceedb6e053e6386269481bdfc42a1094,CoQA: A Conversational Question Answering Challenge,['Siva Reddy' 'Danqi Chen' 'Christopher D. Manning'],"Humans gather information through conversations involving a series of interconnected questions and answers. For machines to assist in information gathering, it is therefore essential to enable them to answer conversational questions. We introduce CoQA, a novel dataset for building Conversational Question Answering systems. Our dataset contains 127k questions with answers, obtained from 8k conversations about text passages from seven diverse domains. The questions are conversational, and the answers are free-form text with their corresponding evidence highlighted in the passage. We analyze CoQA in depth and show that conversational questions have challenging phenomena not present in existing reading comprehension datasets (e.g., coreference and pragmatic reasoning). We evaluate strong dialogue and reading comprehension models on CoQA. The best system obtains an F1 score of 65.4%, which is 23.4 points behind human performance (88.8%), indicating that there is ample room for improvement. We present CoQA as a challenge to the community at https://stanfordnlp.github.io/coqa.",Transactions of the Association for Computational Linguistics,2018,['Computer Science'],s2orc,"{'citation_count': 1296.0, 'external_ids': {'ACL': 'Q19-1016', 'ArXiv': '1808.07042', 'CorpusId': 52055325.0, 'DBLP': 'journals/tacl/ReddyCM19', 'DOI': '10.1162/tacl_a_00266', 'MAG': '2888296173', 'PubMed': None, 'PubMedCentral': None}, 'pdf_url': None, 'primary_category': None, 'publication_date': '2018-08-21', 'published': None, 'reference_count': 66.0}",51,1086,3,0,"CoQA: A Conversational Question Answering Challenge. Humans gather information through conversations involving a series of interconnected questions and answers. For machines to assist in information gathering, it is therefore essential to enable them to answer conversational questions. We introduce CoQA, a novel dataset for building Conversational Question Answering systems. Our dataset contains 127k questions with answers, obtained from 8k conversations about text passages from seven diverse domains. The questions are conversational, and the answers are free-form text with their corresponding evidence highlighted in the passage. We analyze CoQA in depth and show that conversational questions have challenging phenomena not present in existing reading comprehension datasets (e.g., coreference and pragmatic reasoning). We evaluate strong dialogue and reading comprehension models on CoQA. The best system obtains an F1 score of 65.4%, which is 23.4 points behind human performance (88.8%), indicating that there is ample room for improvement. We present CoQA as a challenge to the community at https://stanfordnlp.github.io/coqa.",1
arxiv_2511.06304v2,"Kaggle Chronicles: 15 Years of Competitions, Community and Data Science Innovation",['Kevin Bönisch' 'Leandro Losaria'],"Since 2010, Kaggle has been a platform where data scientists from around the world come together to compete, collaborate, and push the boundaries of Data Science. Over these 15 years, it has grown from a purely competition-focused site into a broader ecosystem with forums, notebooks, models, datasets, and more. With the release of the Kaggle Meta Code and Kaggle Meta Datasets, we now have a unique opportunity to explore these competitions, technologies, and real-world applications of Machine Learning and AI. And so in this study, we take a closer look at 15 years of data science on Kaggle - through metadata, shared code, community discussions, and the competitions themselves. We explore Kaggle's growth, its impact on the data science community, uncover hidden technological trends, analyze competition winners, how Kagglers approach problems in general, and more. We do this by analyzing millions of kernels and discussion threads to perform both longitudinal trend analysis and standard exploratory data analysis. Our findings show that Kaggle is a steadily growing platform with increasingly diverse use cases, and that Kagglers are quick to adapt to new trends and apply them to real-world challenges, while producing - on average - models with solid generalization capabilities. We also offer a snapshot of the platform as a whole, highlighting its history and technological evolution. Finally, this study is accompanied by a video (https://www.youtube.com/watch?v=YVOV9bIUNrM) and a Kaggle write-up (https://kaggle.com/competitions/meta-kaggle-hackathon/writeups/kaggle-chronicles-15-years-of-competitions-communi) for your convenience.",arXiv,2025,['cs.LG' 'cs.AI' 'cs.GL' 'stat.ML'],arxiv,"{'citation_count': None, 'external_ids': None, 'pdf_url': 'https://arxiv.org/pdf/2511.06304v2', 'primary_category': 'cs.LG', 'publication_date': None, 'published': '2025-11-09T10:01:39+00:00', 'reference_count': None}",82,1651,2,0,"Kaggle Chronicles: 15 Years of Competitions, Community and Data Science Innovation. Since 2010, Kaggle has been a platform where data scientists from around the world come together to compete, collaborate, and push the boundaries of Data Science. Over these 15 years, it has grown from a purely competition-focused site into a broader ecosystem with forums, notebooks, models, datasets, and more. With the release of the Kaggle Meta Code and Kaggle Meta Datasets, we now have a unique opportunity to explore these competitions, technologies, and real-world applications of Machine Learning and AI. And so in this study, we take a closer look at 15 years of data science on Kaggle - through metadata, shared code, community discussions, and the competitions themselves. We explore Kaggle's growth, its impact on the data science community, uncover hidden technological trends, analyze competition winners, how Kagglers approach problems in general, and more. We do this by analyzing millions of kernels and discussion threads to perform both longitudinal trend analysis and standard exploratory data analysis. Our findings show that Kaggle is a steadily growing platform with increasingly diverse use cases, and that Kagglers are quick to adapt to new trends and apply them to real-world challenges, while producing - on average - models with solid generalization capabilities. We also offer a snapshot of the platform as a whole, highlighting its history and technological evolution. Finally, this study is accompanied by a video (https://www.youtube.com/watch?v=YVOV9bIUNrM) and a Kaggle write-up (https://kaggle.com/competitions/meta-kaggle-hackathon/writeups/kaggle-chronicles-15-years-of-competitions-communi) for your convenience.",4
s2_f197bf0fc2f228483f6af3285000d54d8d97f9eb,Voyager: An Open-Ended Embodied Agent with Large Language Models,"['Guanzhi Wang' 'Yuqi Xie' 'Yunfan Jiang' 'Ajay Mandlekar' 'Chaowei Xiao'
 'Yuke Zhu' 'Linxi (Jim) Fan' 'Anima Anandkumar']","We introduce Voyager, the first LLM-powered embodied lifelong learning agent in Minecraft that continuously explores the world, acquires diverse skills, and makes novel discoveries without human intervention. Voyager consists of three key components: 1) an automatic curriculum that maximizes exploration, 2) an ever-growing skill library of executable code for storing and retrieving complex behaviors, and 3) a new iterative prompting mechanism that incorporates environment feedback, execution errors, and self-verification for program improvement. Voyager interacts with GPT-4 via blackbox queries, which bypasses the need for model parameter fine-tuning. The skills developed by Voyager are temporally extended, interpretable, and compositional, which compounds the agent's abilities rapidly and alleviates catastrophic forgetting. Empirically, Voyager shows strong in-context lifelong learning capability and exhibits exceptional proficiency in playing Minecraft. It obtains 3.3x more unique items, travels 2.3x longer distances, and unlocks key tech tree milestones up to 15.3x faster than prior SOTA. Voyager is able to utilize the learned skill library in a new Minecraft world to solve novel tasks from scratch, while other techniques struggle to generalize. We open-source our full codebase and prompts at https://voyager.minedojo.org/.",Trans. Mach. Learn. Res.,2023,['Computer Science'],s2orc,"{'citation_count': 1092.0, 'external_ids': {'ACL': None, 'ArXiv': '2305.16291', 'CorpusId': 258887849.0, 'DBLP': 'journals/corr/abs-2305-16291', 'DOI': '10.48550/arXiv.2305.16291', 'MAG': None, 'PubMed': None, 'PubMedCentral': None}, 'pdf_url': None, 'primary_category': None, 'publication_date': '2023-05-25', 'published': None, 'reference_count': 89.0}",64,1347,8,0,"Voyager: An Open-Ended Embodied Agent with Large Language Models. We introduce Voyager, the first LLM-powered embodied lifelong learning agent in Minecraft that continuously explores the world, acquires diverse skills, and makes novel discoveries without human intervention. Voyager consists of three key components: 1) an automatic curriculum that maximizes exploration, 2) an ever-growing skill library of executable code for storing and retrieving complex behaviors, and 3) a new iterative prompting mechanism that incorporates environment feedback, execution errors, and self-verification for program improvement. Voyager interacts with GPT-4 via blackbox queries, which bypasses the need for model parameter fine-tuning. The skills developed by Voyager are temporally extended, interpretable, and compositional, which compounds the agent's abilities rapidly and alleviates catastrophic forgetting. Empirically, Voyager shows strong in-context lifelong learning capability and exhibits exceptional proficiency in playing Minecraft. It obtains 3.3x more unique items, travels 2.3x longer distances, and unlocks key tech tree milestones up to 15.3x faster than prior SOTA. Voyager is able to utilize the learned skill library in a new Minecraft world to solve novel tasks from scratch, while other techniques struggle to generalize. We open-source our full codebase and prompts at https://voyager.minedojo.org/.",2
arxiv_2511.06425v1,Non-Negative Stiefel Approximating Flow: Orthogonalish Matrix Optimization for Interpretable Embeddings,['Brian B. Avants' 'Nicholas J. Tustison' 'James R Stone'],"Interpretable representation learning is a central challenge in modern machine learning, particularly in high-dimensional settings such as neuroimaging, genomics, and text analysis. Current methods often struggle to balance the competing demands of interpretability and model flexibility, limiting their effectiveness in extracting meaningful insights from complex data. We introduce Non-negative Stiefel Approximating Flow (NSA-Flow), a general-purpose matrix estimation framework that unifies ideas from sparse matrix factorization, orthogonalization, and constrained manifold learning. NSA-Flow enforces structured sparsity through a continuous balance between reconstruction fidelity and column-wise decorrelation, parameterized by a single tunable weight. The method operates as a smooth flow near the Stiefel manifold with proximal updates for non-negativity and adaptive gradient control, yielding representations that are simultaneously sparse, stable, and interpretable. Unlike classical regularization schemes, NSA-Flow provides an intuitive geometric mechanism for manipulating sparsity at the level of global structure while simplifying latent features. We demonstrate that the NSA-Flow objective can be optimized smoothly and integrates seamlessly with existing pipelines for dimensionality reduction while improving interpretability and generalization in both simulated and real biomedical data. Empirical validation on the Golub leukemia dataset and in Alzheimer's disease demonstrate that the NSA-Flow constraints can maintain or improve performance over related methods with little additional methodological effort. NSA-Flow offers a scalable, general-purpose tool for interpretable ML, applicable across data science domains.",arXiv,2025,['stat.ML' 'cs.CV' 'cs.LG' 'stat.ME'],arxiv,"{'citation_count': None, 'external_ids': None, 'pdf_url': 'https://arxiv.org/pdf/2511.06425v1', 'primary_category': 'stat.ML', 'publication_date': None, 'published': '2025-11-09T15:43:43+00:00', 'reference_count': None}",103,1743,3,0,"Non-Negative Stiefel Approximating Flow: Orthogonalish Matrix Optimization for Interpretable Embeddings. Interpretable representation learning is a central challenge in modern machine learning, particularly in high-dimensional settings such as neuroimaging, genomics, and text analysis. Current methods often struggle to balance the competing demands of interpretability and model flexibility, limiting their effectiveness in extracting meaningful insights from complex data. We introduce Non-negative Stiefel Approximating Flow (NSA-Flow), a general-purpose matrix estimation framework that unifies ideas from sparse matrix factorization, orthogonalization, and constrained manifold learning. NSA-Flow enforces structured sparsity through a continuous balance between reconstruction fidelity and column-wise decorrelation, parameterized by a single tunable weight. The method operates as a smooth flow near the Stiefel manifold with proximal updates for non-negativity and adaptive gradient control, yielding representations that are simultaneously sparse, stable, and interpretable. Unlike classical regularization schemes, NSA-Flow provides an intuitive geometric mechanism for manipulating sparsity at the level of global structure while simplifying latent features. We demonstrate that the NSA-Flow objective can be optimized smoothly and integrates seamlessly with existing pipelines for dimensionality reduction while improving interpretability and generalization in both simulated and real biomedical data. Empirical validation on the Golub leukemia dataset and in Alzheimer's disease demonstrate that the NSA-Flow constraints can maintain or improve performance over related methods with little additional methodological effort. NSA-Flow offers a scalable, general-purpose tool for interpretable ML, applicable across data science domains.",3
arxiv_2511.14868v1,Hierarchical Token Prepending: Enhancing Information Flow in Decoder-based LLM Embeddings,"['Xueying Ding' 'Xingyue Huang' 'Mingxuan Ju' 'Liam Collins' 'Yozen Liu'
 'Leman Akoglu' 'Neil Shah' 'Tong Zhao']","Large language models produce powerful text embeddings, but their causal attention mechanism restricts the flow of information from later to earlier tokens, degrading representation quality. While recent methods attempt to solve this by prepending a single summary token, they over-compress information, hence harming performance on long documents. We propose Hierarchical Token Prepending (HTP), a method that resolves two critical bottlenecks. To mitigate attention-level compression, HTP partitions the input into blocks and prepends block-level summary tokens to subsequent blocks, creating multiple pathways for backward information flow. To address readout-level over-squashing, we replace last-token pooling with mean-pooling, a choice supported by theoretical analysis. HTP achieves consistent performance gains across 11 retrieval datasets and 30 general embedding benchmarks, especially in long-context settings. As a simple, architecture-agnostic method, HTP enhances both zero-shot and finetuned models, offering a scalable route to superior long-document embeddings.",arXiv,2025,['cs.CL' 'cs.LG'],arxiv,"{'citation_count': None, 'external_ids': None, 'pdf_url': 'https://arxiv.org/pdf/2511.14868v1', 'primary_category': 'cs.CL', 'publication_date': None, 'published': '2025-11-18T19:37:40+00:00', 'reference_count': None}",89,1079,8,0,"Hierarchical Token Prepending: Enhancing Information Flow in Decoder-based LLM Embeddings. Large language models produce powerful text embeddings, but their causal attention mechanism restricts the flow of information from later to earlier tokens, degrading representation quality. While recent methods attempt to solve this by prepending a single summary token, they over-compress information, hence harming performance on long documents. We propose Hierarchical Token Prepending (HTP), a method that resolves two critical bottlenecks. To mitigate attention-level compression, HTP partitions the input into blocks and prepends block-level summary tokens to subsequent blocks, creating multiple pathways for backward information flow. To address readout-level over-squashing, we replace last-token pooling with mean-pooling, a choice supported by theoretical analysis. HTP achieves consistent performance gains across 11 retrieval datasets and 30 general embedding benchmarks, especially in long-context settings. As a simple, architecture-agnostic method, HTP enhances both zero-shot and finetuned models, offering a scalable route to superior long-document embeddings.",4
arxiv_2511.15332v1,Exponential Lasso: robust sparse penalization under heavy-tailed noise and outliers with exponential-type loss,['The Tien Mai'],"In high-dimensional statistics, the Lasso is a cornerstone method for simultaneous variable selection and parameter estimation. However, its reliance on the squared loss function renders it highly sensitive to outliers and heavy-tailed noise, potentially leading to unreliable model selection and biased estimates. To address this limitation, we introduce the Exponential Lasso, a novel robust method that integrates an exponential-type loss function within the Lasso framework. This loss function is designed to achieve a smooth trade-off between statistical efficiency under Gaussian noise and robustness against data contamination. Unlike other methods that cap the influence of large residuals, the exponential loss smoothly redescends, effectively downweighting the impact of extreme outliers while preserving near-quadratic behavior for small errors. We establish theoretical guarantees showing that the Exponential Lasso achieves strong statistical convergence rates, matching the classical Lasso under ideal conditions while maintaining its robustness in the presence of heavy-tailed contamination. Computationally, the estimator is optimized efficiently via a Majorization-Minimization (MM) algorithm that iteratively solves a series of weighted Lasso subproblems. Numerical experiments demonstrate that the proposed method is highly competitive, outperforming the classical Lasso in contaminated settings and maintaining strong performance even under Gaussian noise.   Our method is implemented in the \texttt{R} package \texttt{heavylasso} available on Github: https://github.com/tienmt/heavylasso",arXiv,2025,['stat.ML' 'cs.LG' 'stat.ME'],arxiv,"{'citation_count': None, 'external_ids': None, 'pdf_url': 'https://arxiv.org/pdf/2511.15332v1', 'primary_category': 'stat.ML', 'publication_date': None, 'published': '2025-11-19T10:50:46+00:00', 'reference_count': None}",110,1608,1,0,"Exponential Lasso: robust sparse penalization under heavy-tailed noise and outliers with exponential-type loss. In high-dimensional statistics, the Lasso is a cornerstone method for simultaneous variable selection and parameter estimation. However, its reliance on the squared loss function renders it highly sensitive to outliers and heavy-tailed noise, potentially leading to unreliable model selection and biased estimates. To address this limitation, we introduce the Exponential Lasso, a novel robust method that integrates an exponential-type loss function within the Lasso framework. This loss function is designed to achieve a smooth trade-off between statistical efficiency under Gaussian noise and robustness against data contamination. Unlike other methods that cap the influence of large residuals, the exponential loss smoothly redescends, effectively downweighting the impact of extreme outliers while preserving near-quadratic behavior for small errors. We establish theoretical guarantees showing that the Exponential Lasso achieves strong statistical convergence rates, matching the classical Lasso under ideal conditions while maintaining its robustness in the presence of heavy-tailed contamination. Computationally, the estimator is optimized efficiently via a Majorization-Minimization (MM) algorithm that iteratively solves a series of weighted Lasso subproblems. Numerical experiments demonstrate that the proposed method is highly competitive, outperforming the classical Lasso in contaminated settings and maintaining strong performance even under Gaussian noise.   Our method is implemented in the \texttt{R} package \texttt{heavylasso} available on Github: https://github.com/tienmt/heavylasso",3
arxiv_2511.06854v2,Beyond Observations: Reconstruction Error-Guided Irregularly Sampled Time Series Representation Learning,['Jiexi Liu' 'Meng Cao' 'Songcan Chen'],"Irregularly sampled time series (ISTS), characterized by non-uniform time intervals with natural missingness, are prevalent in real-world applications. Existing approaches for ISTS modeling primarily rely on observed values to impute unobserved ones or infer latent dynamics. However, these methods overlook a critical source of learning signal: the reconstruction error inherently produced during model training. Such error implicitly reflects how well a model captures the underlying data structure and can serve as an informative proxy for unobserved values. To exploit this insight, we propose iTimER, a simple yet effective self-supervised pre-training framework for ISTS representation learning. iTimER models the distribution of reconstruction errors over observed values and generates pseudo-observations for unobserved timestamps through a mixup strategy between sampled errors and the last available observations. This transforms unobserved timestamps into noise-aware training targets, enabling meaningful reconstruction signals. A Wasserstein metric aligns reconstruction error distributions between observed and pseudo-observed regions, while a contrastive learning objective enhances the discriminability of learned representations. Extensive experiments on classification, interpolation, and forecasting tasks demonstrate that iTimER consistently outperforms state-of-the-art methods under the ISTS setting.",arXiv,2025,['cs.LG' 'stat.ML'],arxiv,"{'citation_count': None, 'external_ids': None, 'pdf_url': 'https://arxiv.org/pdf/2511.06854v2', 'primary_category': 'cs.LG', 'publication_date': None, 'published': '2025-11-10T08:53:10+00:00', 'reference_count': None}",104,1422,3,0,"Beyond Observations: Reconstruction Error-Guided Irregularly Sampled Time Series Representation Learning. Irregularly sampled time series (ISTS), characterized by non-uniform time intervals with natural missingness, are prevalent in real-world applications. Existing approaches for ISTS modeling primarily rely on observed values to impute unobserved ones or infer latent dynamics. However, these methods overlook a critical source of learning signal: the reconstruction error inherently produced during model training. Such error implicitly reflects how well a model captures the underlying data structure and can serve as an informative proxy for unobserved values. To exploit this insight, we propose iTimER, a simple yet effective self-supervised pre-training framework for ISTS representation learning. iTimER models the distribution of reconstruction errors over observed values and generates pseudo-observations for unobserved timestamps through a mixup strategy between sampled errors and the last available observations. This transforms unobserved timestamps into noise-aware training targets, enabling meaningful reconstruction signals. A Wasserstein metric aligns reconstruction error distributions between observed and pseudo-observed regions, while a contrastive learning objective enhances the discriminability of learned representations. Extensive experiments on classification, interpolation, and forecasting tasks demonstrate that iTimER consistently outperforms state-of-the-art methods under the ISTS setting.",3
arxiv_2511.12234v1,A Review of Statistical and Machine Learning Approaches for Coral Bleaching Assessment,['Soham Sarkar' 'Arnab Hazra'],"Coral bleaching is a major concern for marine ecosystems; more than half of the world's coral reefs have either bleached or died over the past three decades. Increasing sea surface temperatures, along with various spatiotemporal environmental factors, are considered the primary reasons behind coral bleaching. The statistical and machine learning communities have focused on multiple aspects of the environment in detail. However, the literature on various stochastic modeling approaches for assessing coral bleaching is extremely scarce. Data-driven strategies are crucial for effective reef management, and this review article provides an overview of existing statistical and machine learning methods for assessing coral bleaching. Statistical frameworks, including simple regression models, generalized linear models, generalized additive models, Bayesian regression models, spatiotemporal models, and resilience indicators, such as Fisher's Information and Variance Index, are commonly used to explore how different environmental stressors influence coral bleaching. On the other hand, machine learning methods, including random forests, decision trees, support vector machines, and spatial operators, are more popular for detecting nonlinear relationships, analyzing high-dimensional data, and allowing integration of heterogeneous data from diverse sources. In addition to summarizing these models, we also discuss potential data-driven future research directions, with a focus on constructing statistical and machine learning models in specific contexts related to coral bleaching.",arXiv,2025,['stat.AP' 'stat.ML'],arxiv,"{'citation_count': None, 'external_ids': None, 'pdf_url': 'https://arxiv.org/pdf/2511.12234v1', 'primary_category': 'stat.AP', 'publication_date': None, 'published': '2025-11-15T14:22:56+00:00', 'reference_count': None}",86,1589,2,0,"A Review of Statistical and Machine Learning Approaches for Coral Bleaching Assessment. Coral bleaching is a major concern for marine ecosystems; more than half of the world's coral reefs have either bleached or died over the past three decades. Increasing sea surface temperatures, along with various spatiotemporal environmental factors, are considered the primary reasons behind coral bleaching. The statistical and machine learning communities have focused on multiple aspects of the environment in detail. However, the literature on various stochastic modeling approaches for assessing coral bleaching is extremely scarce. Data-driven strategies are crucial for effective reef management, and this review article provides an overview of existing statistical and machine learning methods for assessing coral bleaching. Statistical frameworks, including simple regression models, generalized linear models, generalized additive models, Bayesian regression models, spatiotemporal models, and resilience indicators, such as Fisher's Information and Variance Index, are commonly used to explore how different environmental stressors influence coral bleaching. On the other hand, machine learning methods, including random forests, decision trees, support vector machines, and spatial operators, are more popular for detecting nonlinear relationships, analyzing high-dimensional data, and allowing integration of heterogeneous data from diverse sources. In addition to summarizing these models, we also discuss potential data-driven future research directions, with a focus on constructing statistical and machine learning models in specific contexts related to coral bleaching.",3
s2_7260442ef9c0448f07ce3803efd49cebaffcebe9,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,"['DeepSeek-AI Xiao Bi' 'Deli Chen' 'Guanting Chen' 'Shanhuang Chen'
 'Damai Dai' 'C. Deng' 'Honghui Ding' 'Kai Dong' 'Qiushi Du' 'Zhe Fu'
 'Huazuo Gao' 'Kaige Gao' 'Wenjun Gao' 'Ruiqi Ge' 'Kang Guan' 'Daya Guo'
 'Jianzhong Guo' 'Guangbo Hao' 'Zhewen Hao' 'Ying He' 'Wen-Hui Hu'
 'Panpan Huang' 'Erhang Li' 'Guowei Li' 'Jiashi Li' 'Yao Li' 'Y. K. Li'
 'W. Liang' 'Fangyun Lin' 'A. Liu' 'Bo Liu (Benjamin Liu)' 'Wen Liu'
 'Xiaodong Liu' 'Xin Liu' 'Yiyuan Liu' 'Haoyu Lu' 'Shanghao Lu' 'Fuli Luo'
 'Shirong Ma' 'X. Nie' 'Tian Pei' 'Yishi Piao' 'Junjie Qiu' 'Hui Qu'
 'Tongzheng Ren' 'Z. Ren' 'C. Ruan' 'Zhangli Sha' 'Zhihong Shao'
 'Jun-Mei Song' 'Xuecheng Su' 'Jingxiang Sun' 'Yaofeng Sun' 'Min Tang'
 'Bing-Li Wang' 'Peiyi Wang' 'Shiyu Wang' 'Yaohui Wang' 'Yongji Wang'
 'Tong Wu' 'Yu Wu' 'Xin Xie' 'Zhenda Xie' 'Ziwei Xie' 'Yi Xiong'
 'Hanwei Xu' 'R. X. Xu' 'Yanhong Xu' 'Dejian Yang' 'Yu-mei You'
 'Shuiping Yu' 'Xin-yuan Yu' 'Bo Zhang' 'Haowei Zhang' 'Lecong Zhang'
 'Liyue Zhang' 'Mingchuan Zhang' 'Minghu Zhang' 'Wentao Zhang'
 'Yichao Zhang' 'Chenggang Zhao' 'Yao Zhao' 'Shangyan Zhou'
 'Shunfeng Zhou' 'Qihao Zhu' 'Yuheng Zou']","The rapid development of open-source large language models (LLMs) has been truly remarkable. However, the scaling law described in previous literature presents varying conclusions, which casts a dark cloud over scaling LLMs. We delve into the study of scaling laws and present our distinctive findings that facilitate scaling of large scale models in two commonly used open-source configurations, 7B and 67B. Guided by the scaling laws, we introduce DeepSeek LLM, a project dedicated to advancing open-source language models with a long-term perspective. To support the pre-training phase, we have developed a dataset that currently consists of 2 trillion tokens and is continuously expanding. We further conduct supervised fine-tuning (SFT) and Direct Preference Optimization (DPO) on DeepSeek LLM Base models, resulting in the creation of DeepSeek Chat models. Our evaluation results demonstrate that DeepSeek LLM 67B surpasses LLaMA-2 70B on various benchmarks, particularly in the domains of code, mathematics, and reasoning. Furthermore, open-ended evaluations reveal that DeepSeek LLM 67B Chat exhibits superior performance compared to GPT-3.5.",arXiv.org,2024,['Computer Science'],s2orc,"{'citation_count': 561.0, 'external_ids': {'ACL': None, 'ArXiv': '2401.02954', 'CorpusId': 266818336.0, 'DBLP': 'journals/corr/abs-2401-02954', 'DOI': None, 'MAG': None, 'PubMed': None, 'PubMedCentral': None}, 'pdf_url': None, 'primary_category': None, 'publication_date': '2024-01-05', 'published': None, 'reference_count': 71.0}",66,1150,86,0,"DeepSeek LLM: Scaling Open-Source Language Models with Longtermism. The rapid development of open-source large language models (LLMs) has been truly remarkable. However, the scaling law described in previous literature presents varying conclusions, which casts a dark cloud over scaling LLMs. We delve into the study of scaling laws and present our distinctive findings that facilitate scaling of large scale models in two commonly used open-source configurations, 7B and 67B. Guided by the scaling laws, we introduce DeepSeek LLM, a project dedicated to advancing open-source language models with a long-term perspective. To support the pre-training phase, we have developed a dataset that currently consists of 2 trillion tokens and is continuously expanding. We further conduct supervised fine-tuning (SFT) and Direct Preference Optimization (DPO) on DeepSeek LLM Base models, resulting in the creation of DeepSeek Chat models. Our evaluation results demonstrate that DeepSeek LLM 67B surpasses LLaMA-2 70B on various benchmarks, particularly in the domains of code, mathematics, and reasoning. Furthermore, open-ended evaluations reveal that DeepSeek LLM 67B Chat exhibits superior performance compared to GPT-3.5.",2
s2_9cbd838531b084bd402dec4dffdcb34d5d5e7f52,"POSTER: TRIDENT -- A Three-Tier Privacy-Preserving Propaganda Detection Model in Mobile Networks using Transformers, Adversarial Learning, and Differential Privacy","['Al Nahian Bin Emran' 'Dhiman Goswami' 'Md Hasan Ullah Sadi'
 'Sanchari Das']","The proliferation of propaganda on mobile platforms raises critical concerns around detection accuracy and user privacy. To address this, we propose TRIDENT -a three-tier propaganda detection model implementing transformers, adversarial learning, and differential privacy which integrates syntactic obfuscation and label perturbation to mitigate privacy leakage while maintaining propaganda detection accuracy. TRIDENT leverages multilingual back-translation to introduce semantic variance, character-level noise, and entity obfuscation for differential privacy enforcement, and combines these techniques into a unified defense mechanism. Using a binary propaganda classification dataset, baseline transformer models (BERT, GPT-2) we achieved F1 scores of 0.89 and 0.90. Applying TRIDENT's third-tier defense yields a reduced but effective cumulative F1 of 0.83, demonstrating strong privacy protection across mobile ML deployments with minimal degradation.",Wireless Network Security,2025,['Computer Science'],s2orc,"{'citation_count': 0.0, 'external_ids': {'ACL': None, 'ArXiv': '2506.05421', 'CorpusId': 279244872.0, 'DBLP': 'conf/wisec/EmranGSD25', 'DOI': '10.1145/3734477.3736148', 'MAG': None, 'PubMed': None, 'PubMedCentral': None}, 'pdf_url': None, 'primary_category': None, 'publication_date': '2025-06-05', 'published': None, 'reference_count': 5.0}",163,957,4,0,"POSTER: TRIDENT -- A Three-Tier Privacy-Preserving Propaganda Detection Model in Mobile Networks using Transformers, Adversarial Learning, and Differential Privacy. The proliferation of propaganda on mobile platforms raises critical concerns around detection accuracy and user privacy. To address this, we propose TRIDENT -a three-tier propaganda detection model implementing transformers, adversarial learning, and differential privacy which integrates syntactic obfuscation and label perturbation to mitigate privacy leakage while maintaining propaganda detection accuracy. TRIDENT leverages multilingual back-translation to introduce semantic variance, character-level noise, and entity obfuscation for differential privacy enforcement, and combines these techniques into a unified defense mechanism. Using a binary propaganda classification dataset, baseline transformer models (BERT, GPT-2) we achieved F1 scores of 0.89 and 0.90. Applying TRIDENT's third-tier defense yields a reduced but effective cumulative F1 of 0.83, demonstrating strong privacy protection across mobile ML deployments with minimal degradation.",2
