paper_id,title,abstract,year,venue,original_length,cleaned_length,word_count,token_count,compression_ratio,cleaned_text,tokens
s2_05bcf9999525656cfaa59bc71f8572d771ff3776,Language Models Can See: Plugging Visual Controls in Text Generation,"Generative language models (LMs) such as GPT-2/3 can be prompted to generate text with remarkable quality. While they are designed for text-prompted generation, it remains an open question how the gen...",2022,arXiv.org,1615,1615,236,239,1.0,"language models can see: plugging visual controls in text generation generative language models (lms) such as gpt-2/3 can be prompted to generate text with remarkable quality. while they are designed for text-prompted generation, it remains an open question how the generation process could be guided by modalities beyond text such as images. in this work, we propose a training-free framework, called magic (image-guided text generation with clip), for plugging in visual controls in the generation process and enabling lms to perform multimodal tasks (e.g., image captioning) in a zero-shot manner. magic is a simple yet efficient plug-and-play framework, which directly combines an off-the-shelf lm (i.e., gpt-2) and an image-text matching model (i.e., clip) for image-grounded text generation. during decoding, magic influences the generation of the lm by introducing a clip-induced score, called magic score, which regularizes the generated result to be semantically related to a given image while being coherent to the previously generated context. notably, the proposed decoding scheme does not involve any gradient update operation, therefore being computationally efficient. on the challenging task of zero-shot image captioning, magic outperforms the state-of-the-art method by notable margins with a nearly 27 times decoding speedup. magic is a flexible framework and is theoretically compatible with any text generation tasks that incorporate image grounding. in the experiments, we showcase that it is also capable of performing visually grounded story generation given both an image and a text prompt.","['language', 'models', 'can', 'see', 'plugging', 'visual', 'controls', 'in', 'text', 'generation', 'generative', 'language', 'models', 'lms', 'such', 'as', 'gpt', 'can', 'be', 'prompted']"
s2_a9e00c216ce69325a15fd139da0624978e54058a,Voicebox: Text-Guided Multilingual Universal Speech Generation at Scale,"Large-scale generative models such as GPT and DALL-E have revolutionized the research community. These models not only generate high fidelity outputs, but are also generalists which can solve tasks no...",2023,Neural Information Processing Systems,1277,1243,183,190,0.9733750978856696,"voicebox: text-guided multilingual universal speech generation at scale large-scale generative models such as gpt and dall-e have revolutionized the research community. these models not only generate high fidelity outputs, but are also generalists which can solve tasks not explicitly taught. in contrast, speech generative models are still primitive in terms of scale and task generalization. in this paper, we present voicebox, the most versatile text-guided generative model for speech at scale. voicebox is a non-autoregressive flow-matching model trained to infill speech, given audio context and text, trained on over 50k hours of speech that are not filtered or enhanced. similar to gpt, voicebox can perform many different tasks through in-context learning, but is more flexible as it can also condition on future context. voicebox can be used for mono or cross-lingual zero-shot text-to-speech synthesis, noise removal, content editing, style conversion, and diverse sample generation. in particular, voicebox outperforms the state-of-the-art zero-shot tts model vall-e on both intelligibility (5.9% vs 1.9% word error rates) and audio similarity (0.580 vs 0.681) while being up to 20 times faster. audio samples can be found in \url{","['voicebox', 'text', 'guided', 'multilingual', 'universal', 'speech', 'generation', 'at', 'scale', 'large', 'scale', 'generative', 'models', 'such', 'as', 'gpt', 'and', 'dall', 'have', 'revolutionized']"
s2_6e3f8187f8fef3e11578a73f32da07d33dbf8235,DART: Open-Domain Structured Data Record to Text Generation,"We present DART, an open domain structured DAta Record to Text generation dataset with over 82k instances (DARTs). Data-to-text annotations can be a costly process, especially when dealing with tables...",2020,North American Chapter of the Association for Computational Linguistics,1136,1101,156,162,0.9691901408450704,"dart: open-domain structured data record to text generation we present dart, an open domain structured data record to text generation dataset with over 82k instances (darts). data-to-text annotations can be a costly process, especially when dealing with tables which are the major source of structured data and contain nontrivial structures. to this end, we propose a procedure of extracting semantic triples from tables that encodes their structures by exploiting the semantic dependencies among table headers and the table title. our dataset construction framework effectively merged heterogeneous sources from open domain semantic parsing and spoken dialogue systems by utilizing techniques including tree ontology annotation, question-answer pair to declarative sentence conversion, and predicate unification, all with minimum post-editing. we present systematic evaluation on dart as well as new state-of-the-art results on webnlg 2017 to show that dart (1) poses new challenges to existing data-to-text datasets and (2) facilitates out-of-domain generalization. our data and code can be found at","['dart', 'open', 'domain', 'structured', 'data', 'record', 'to', 'text', 'generation', 'we', 'present', 'dart', 'an', 'open', 'domain', 'structured', 'data', 'record', 'to', 'text']"
s2_4fff661078543f6ffb9fe2c0c04829a877f5cfa2,Next-Generation Database Interfaces: A Survey of LLM-Based Text-to-SQL,"Generating accurate SQL from users’ natural language questions (text-to-SQL) remains a long-standing challenge due to the complexities involved in user question understanding, database schema comprehe...",2024,IEEE Transactions on Knowledge and Data Engineering,1570,1570,203,222,1.0,"next-generation database interfaces: a survey of llm-based text-to-sql generating accurate sql from users’ natural language questions (text-to-sql) remains a long-standing challenge due to the complexities involved in user question understanding, database schema comprehension, and sql generation. traditional text-to-sql systems, which combine human engineering and deep neural networks, have made significant progress. subsequently, pre-trained language models (plms) have been developed for text-to-sql tasks, achieving promising results. however, as modern databases and user questions grow more complex, plms with a limited parameter size often produce incorrect sql. this necessitates more sophisticated and tailored optimization methods, which restrict the application of plm-based systems. recently, large language models (llms) have shown significant capabilities in natural language understanding as model scale increases. thus, integrating llm-based solutions can bring unique opportunities, improvements, and solutions to text-to-sql research. in this survey, we provide a comprehensive review of existing llm-based text-to-sql studies. specifically, we offer a brief overview of the technical challenges and evolutionary process of text-to-sql. next, we introduce the datasets and metrics designed to evaluate text-to-sql systems. subsequently, we present a systematic analysis of recent advances in llm-based text-to-sql. finally, we make a summary and discuss the remaining challenges in this field and suggest expectations for future research directions.","['next', 'generation', 'database', 'interfaces', 'survey', 'of', 'llm', 'based', 'text', 'to', 'sql', 'generating', 'accurate', 'sql', 'from', 'users', 'natural', 'language', 'questions', 'text']"
s2_21a77ed349c8621d0a0ef8407eb744e3de3b13c5,"StreamingT2V: Consistent, Dynamic, and Extendable Long Video Generation from Text","Text-to-video diffusion models enable the generation of high-quality videos that follow text instructions, simplifying the process of producing diverse and individual content. Current methods excel in...",2024,Computer Vision and Pattern Recognition,1501,1501,207,204,1.0,"streamingt2v: consistent, dynamic, and extendable long video generation from text text-to-video diffusion models enable the generation of high-quality videos that follow text instructions, simplifying the process of producing diverse and individual content. current methods excel in generating short videos (up to 16s), but produce hard-cuts when naively extended to long video synthesis. to overcome these limitations, we present streamingt2v, an autoregressive method that generates long videos of up to 2 minutes or longer with seamless transitions. the key components are: (i) a short-term memory block called conditional attention module (cam), which conditions the current generation on the features extracted from the preceding chunk via an attentional mechanism, leading to consistent chunk transitions, (ii) a longterm memory block called appearance preservation module (apm), which extracts high-level scene and object features from the first video chunk to prevent the model from forgetting the initial scene, and (iii) a randomized blending approach that allows for the autoregressive application of a video enhancer on videos of indefinite length, ensuring consistency across chunks. experiments show that streamingt2v produces more motion, while competing methods suffer from video stagnation when applied naively in an autoregressive fashion. thus, we propose with streamingt2v a high-quality seamless text-to-long video generator, surpassing competitors in both consistency and motion.","['consistent', 'dynamic', 'and', 'extendable', 'long', 'video', 'generation', 'from', 'text', 'text', 'to', 'video', 'diffusion', 'models', 'enable', 'the', 'generation', 'of', 'high', 'quality']"
s2_395de0bd3837fdf4b4b5e5f04835bcc69c279481,"BART: Denoising Sequence-to-Sequence Pre-training for Natural Language Generation, Translation, and Comprehension","We present BART, a denoising autoencoder for pretraining sequence-to-sequence models. BART is trained by (1) corrupting text with an arbitrary noising function, and (2) learning a model to reconstruct...",2019,Annual Meeting of the Association for Computational Linguistics,1384,1384,199,200,1.0,"bart: denoising sequence-to-sequence pre-training for natural language generation, translation, and comprehension we present bart, a denoising autoencoder for pretraining sequence-to-sequence models. bart is trained by (1) corrupting text with an arbitrary noising function, and (2) learning a model to reconstruct the original text. it uses a standard tranformer-based neural machine translation architecture which, despite its simplicity, can be seen as generalizing bert (due to the bidirectional encoder), gpt (with the left-to-right decoder), and other recent pretraining schemes. we evaluate a number of noising approaches, finding the best performance by both randomly shuffling the order of sentences and using a novel in-filling scheme, where spans of text are replaced with a single mask token. bart is particularly effective when fine tuned for text generation but also works well for comprehension tasks. it matches the performance of roberta on glue and squad, and achieves new state-of-the-art results on a range of abstractive dialogue, question answering, and summarization tasks, with gains of up to 3.5 rouge. bart also provides a 1.1 bleu increase over a back-translation system for machine translation, with only target language pretraining. we also replicate other pretraining schemes within the bart framework, to understand their effect on end-task performance.","['bart', 'denoising', 'sequence', 'to', 'sequence', 'pre', 'training', 'for', 'natural', 'language', 'generation', 'translation', 'and', 'comprehension', 'we', 'present', 'bart', 'denoising', 'autoencoder', 'for']"
s2_4a6a65968a8eb8c09ffb57a7774ddabb596565b1,COLD Decoding: Energy-based Constrained Text Generation with Langevin Dynamics,"Many applications of text generation require incorporating different constraints to control the semantics or style of generated text. These constraints can be hard (e.g., ensuring certain keywords are...",2022,Neural Information Processing Systems,1163,1163,150,157,1.0,"cold decoding: energy-based constrained text generation with langevin dynamics many applications of text generation require incorporating different constraints to control the semantics or style of generated text. these constraints can be hard (e.g., ensuring certain keywords are included in the output) and soft (e.g., contextualizing the output with the left- or right-hand context). in this paper, we present energy-based constrained decoding with langevin dynamics (cold), a decoding framework which unifies constrained generation as specifying constraints through an energy function, then performing efficient differentiable reasoning over the constraints through gradient-based sampling. cold decoding is a flexible framework that can be applied directly to off-the-shelf left-to-right language models without the need for any task-specific fine-tuning, as demonstrated through three challenging text generation applications: lexically-constrained generation, abductive reasoning, and counterfactual reasoning. our experiments on these constrained generation tasks point to the effectiveness of our approach, both in terms of automatic and human evaluation.","['cold', 'decoding', 'energy', 'based', 'constrained', 'text', 'generation', 'with', 'langevin', 'dynamics', 'many', 'applications', 'of', 'text', 'generation', 'require', 'incorporating', 'different', 'constraints', 'to']"
s2_3f19484f941f209f45a51b1b69160e24e9b9dc99,GPT-4V(ision) is a Human-Aligned Evaluator for Text-to-3D Generation,"Despite recent advances in text-to-3D generative methods, there is a notable absence of reliable evaluation metrics. Existing metrics usually focus on a single criterion each, such as how well the ass...",2024,Computer Vision and Pattern Recognition,1231,1193,171,177,0.9691307879772543,"gpt-4v(ision) is a human-aligned evaluator for text-to-3d generation despite recent advances in text-to-3d generative methods, there is a notable absence of reliable evaluation metrics. existing metrics usually focus on a single criterion each, such as how well the asset aligned with the input text. these metrics lack the flexibility to generalize to different evaluation criteria and might not align well with human preferences. conducting user preference studies is an alternative that offers both adaptability and human-aligned results. user studies, however, can be very ex-pensive to scale. this paper presents an automatic, ver-satile, and human-aligned evaluation metric for text-to-3d generative models. to this end, we first develop a prompt generator using gpt-4v to generate evaluating prompts, which serve as input to compare text-to-3d models. we further design a method instructing gpt-4v to compare two 3d assets according to user-defined crite-ria. finally, we use these pairwise comparison results to assign these models elo ratings. experimental results suggest our metric strongly aligns with human preference across different evaluation criteria. our code is available at","['gpt', 'ision', 'is', 'human', 'aligned', 'evaluator', 'for', 'text', 'to', 'generation', 'despite', 'recent', 'advances', 'in', 'text', 'to', 'generative', 'methods', 'there', 'is']"
s2_0b9770a377b3f96cef9f268cee1791d39a0d4893,SSD-LM: Semi-autoregressive Simplex-based Diffusion Language Model for Text Generation and Modular Control,"Despite the growing success of diffusion models in continuous-valued domains (e.g., images), similar efforts for discrete domains such as text have yet to match the performance of autoregressive langu...",2022,Annual Meeting of the Association for Computational Linguistics,1192,1192,156,168,1.0,"ssd-lm: semi-autoregressive simplex-based diffusion language model for text generation and modular control despite the growing success of diffusion models in continuous-valued domains (e.g., images), similar efforts for discrete domains such as text have yet to match the performance of autoregressive language models. in this work, we present ssd-lm—a diffusion-based language model with two key design choices. first, ssd-lm is semi-autoregressive, iteratively generating blocks of text, allowing for flexible output length at decoding time while enabling local bidirectional context updates. second, it is simplex-based, performing diffusion on the natural vocabulary space rather than a learned latent space, allowing us to incorporate classifier guidance and modular control using off-the-shelf classifiers without any adaptation. we evaluate ssd-lm on unconstrained text generation benchmarks, and show that it matches or outperforms strong autoregressive gpt-2 models across standard quality and diversity metrics, while vastly outperforming diffusion-based baselines. on controlled text generation, ssd-lm also outperforms competitive baselines, with an extra advantage in modularity.","['ssd', 'lm', 'semi', 'autoregressive', 'simplex', 'based', 'diffusion', 'language', 'model', 'for', 'text', 'generation', 'and', 'modular', 'control', 'despite', 'the', 'growing', 'success', 'of']"
s2_fa0f3d8aa20e8987dbc7a516d5399cfa3dc97b1b,AudioLDM: Text-to-Audio Generation with Latent Diffusion Models,"Text-to-audio (TTA) system has recently gained attention for its ability to synthesize general audio based on text descriptions. However, previous studies in TTA have limited generation quality with h...",2023,International Conference on Machine Learning,1202,1174,162,166,0.9767054908485857,"audioldm: text-to-audio generation with latent diffusion models text-to-audio (tta) system has recently gained attention for its ability to synthesize general audio based on text descriptions. however, previous studies in tta have limited generation quality with high computational costs. in this study, we propose audioldm, a tta system that is built on a latent space to learn the continuous audio representations from contrastive language-audio pretraining (clap) latents. the pretrained clap models enable us to train ldms with audio embedding while providing text embedding as a condition during sampling. by learning the latent representations of audio signals and their compositions without modeling the cross-modal relationship, audioldm is advantageous in both generation quality and computational efficiency. trained on audiocaps with a single gpu, audioldm achieves state-of-the-art tta performance measured by both objective and subjective metrics (e.g., frechet distance). moreover, audioldm is the first tta system that enables various text-guided audio manipulations (e.g., style transfer) in a zero-shot fashion. our implementation and demos are available at","['audioldm', 'text', 'to', 'audio', 'generation', 'with', 'latent', 'diffusion', 'models', 'text', 'to', 'audio', 'tta', 'system', 'has', 'recently', 'gained', 'attention', 'for', 'its']"
s2_dc0c132b273456b288a785414db2fa72edf87b1a,BLIP-Diffusion: Pre-trained Subject Representation for Controllable Text-to-Image Generation and Editing,Subject-driven text-to-image generation models create novel renditions of an input subject based on text prompts. Existing models suffer from lengthy fine-tuning and difficulties preserving the subjec...,2023,Neural Information Processing Systems,1493,1372,179,195,0.9189551239115874,"blip-diffusion: pre-trained subject representation for controllable text-to-image generation and editing subject-driven text-to-image generation models create novel renditions of an input subject based on text prompts. existing models suffer from lengthy fine-tuning and difficulties preserving the subject fidelity. to overcome these limitations, we introduce blip-diffusion, a new subject-driven image generation model that supports multimodal control which consumes inputs of subject images and text prompts. unlike other subject-driven generation models, blip-diffusion introduces a new multimodal encoder which is pre-trained to provide subject representation. we first pre-train the multimodal encoder following blip-2 to produce visual representation aligned with the text. then we design a subject representation learning task which enables a diffusion model to leverage such visual representation and generates new subject renditions. compared with previous methods such as dreambooth, our model enables zero-shot subject-driven generation, and efficient fine-tuning for customized subject with up to 20x speedup. we also demonstrate that blip-diffusion can be flexibly combined with existing techniques such as controlnet and prompt-to-prompt to enable novel subject-driven generation and editing applications. code and models will be released at project page at","['blip', 'diffusion', 'pre', 'trained', 'subject', 'representation', 'for', 'controllable', 'text', 'to', 'image', 'generation', 'and', 'editing', 'subject', 'driven', 'text', 'to', 'image', 'generation']"
s2_f12a6168ed8de1aee69fee51b469b1aecd5f903e,Factuality Enhanced Language Models for Open-Ended Text Generation,"Pretrained language models (LMs) are susceptible to generate text with nonfactual information. In this work, we measure and improve the factual accuracy of large-scale LMs for open-ended text generati...",2022,Neural Information Processing Systems,1446,1398,201,201,0.966804979253112,"factuality enhanced language models for open-ended text generation pretrained language models (lms) are susceptible to generate text with nonfactual information. in this work, we measure and improve the factual accuracy of large-scale lms for open-ended text generation. we design the factualityprompts test set and metrics to measure the factuality of lm generations. based on that, we study the factual accuracy of lms with parameter sizes ranging from 126m to 530b. interestingly, we find that larger lms are more factual than smaller ones, although a previous study suggests that larger lms can be less truthful in terms of misconceptions. in addition, popular sampling algorithms (e.g., top-p) in open-ended text generation can harm the factuality due to the ''uniform randomness'' introduced at every sampling step. we propose the factual-nucleus sampling algorithm that dynamically adapts the randomness to improve the factuality of generation while maintaining quality. furthermore, we analyze the inefficiencies of the standard training method in learning correct associations between entities from factual text corpus (e.g., wikipedia). we propose a factuality-enhanced training method that uses topicprefix for better awareness of facts and sentence completion as the training objective, which can vastly reduce the factual errors. we release our code and factualityprompts benchmark at:","['factuality', 'enhanced', 'language', 'models', 'for', 'open', 'ended', 'text', 'generation', 'pretrained', 'language', 'models', 'lms', 'are', 'susceptible', 'to', 'generate', 'text', 'with', 'nonfactual']"
s2_be8e58320203a92bfacc1a1f95f6e65f3ee4fa5c,A Survey of Controllable Text Generation Using Transformer-based Pre-trained Language Models,Controllable Text Generation (CTG) is an emerging area in the field of natural language generation (NLG). It is regarded as crucial for the development of advanced text generation technologies that be...,2022,ACM Computing Surveys,1623,1623,242,243,1.0,"a survey of controllable text generation using transformer-based pre-trained language models controllable text generation (ctg) is an emerging area in the field of natural language generation (nlg). it is regarded as crucial for the development of advanced text generation technologies that better meet the specific constraints in practical applications. in recent years, methods using large-scale pre-trained language models (plms), in particular the widely used transformer-based plms, have become a new paradigm of nlg, allowing generation of more diverse and fluent text. however, due to the limited level of interpretability of deep neural networks, the controllability of these methods needs to be guaranteed. to this end, controllable text generation using transformer-based plms has become a rapidly growing yet challenging new research hotspot. a diverse range of approaches have emerged in the past 3 to 4 years, targeting different ctg tasks that require different types of controlled constraints. in this article, we present a systematic critical review on the common tasks, main approaches, and evaluation methods in this area. finally, we discuss the challenges that the field is facing, and put forward various promising future directions. to the best of our knowledge, this is the first survey article to summarize the state-of-the-art ctg techniques from the perspective of transformer-based plms. we hope it can help researchers and practitioners in the related fields to quickly track the academic and technological frontier, providing them with a landscape of the area and a roadmap for future research.","['survey', 'of', 'controllable', 'text', 'generation', 'using', 'transformer', 'based', 'pre', 'trained', 'language', 'models', 'controllable', 'text', 'generation', 'ctg', 'is', 'an', 'emerging', 'area']"
s2_39ba6d541d94132b816938e7e16b1e8fd49c2fd9,Training-Free Consistent Text-to-Image Generation,"Text-to-image models offer a new level of creative flexibility by allowing users to guide the image generation process through natural language. However, using these models to consistently portray the...",2024,ACM Transactions on Graphics,1383,1383,178,190,1.0,"training-free consistent text-to-image generation text-to-image models offer a new level of creative flexibility by allowing users to guide the image generation process through natural language. however, using these models to consistently portray the same subject across diverse prompts remains challenging. existing approaches fine-tune the model to teach it new words that describe specific user-provided subjects or add image conditioning to the model. these methods require lengthy persubject optimization or large-scale pre-training. moreover, they struggle to align generated images with text prompts and face difficulties in portraying multiple subjects. here, we present consistory, a training-free approach that enables consistent subject generation by sharing the internal activations of the pretrained model. we introduce a subject-driven shared attention block and correspondence-based feature injection to promote subject consistency between images. additionally, we develop strategies to encourage layout diversity while maintaining subject consistency. we compare consistory to a range of baselines, and demonstrate state-of-the-art performance on subject consistency and text alignment, without requiring a single optimization step. finally, consistory can naturally extend to multi-subject scenarios, and even enable training-free personalization for common objects.","['training', 'free', 'consistent', 'text', 'to', 'image', 'generation', 'text', 'to', 'image', 'models', 'offer', 'new', 'level', 'of', 'creative', 'flexibility', 'by', 'allowing', 'users']"
s2_0c181f508ec9de8e48f62523ba8a9bcb1f51f83a,Pre-Trained Language Models for Text Generation: A Survey,"Text Generation aims to produce plausible and readable text in human language from input data. The resurgence of deep learning has greatly advanced this field, in particular, with the help of neural g...",2022,ACM Computing Surveys,1317,1317,210,206,1.0,"pre-trained language models for text generation: a survey text generation aims to produce plausible and readable text in human language from input data. the resurgence of deep learning has greatly advanced this field, in particular, with the help of neural generation models based on pre-trained language models (plms). text generation based on plms is viewed as a promising approach in both academia and industry. in this article, we provide a survey on the utilization of plms in text generation. we begin with introducing two key aspects of applying plms to text generation: (1) how to design an effective plm to serve as the generation model; and (2) how to effectively optimize plms given the reference text and to ensure that the generated texts satisfy special text properties. then, we show the major challenges that have arisen in these aspects, as well as possible solutions for them. we also include a summary of various useful resources and typical text generation applications based on plms. finally, we highlight the future research directions which will further improve these plms for text generation. this comprehensive survey is intended to help researchers interested in text generation problems to learn the core concepts, the main techniques and the latest developments in this area based on plms.","['pre', 'trained', 'language', 'models', 'for', 'text', 'generation', 'survey', 'text', 'generation', 'aims', 'to', 'produce', 'plausible', 'and', 'readable', 'text', 'in', 'human', 'language']"
s2_994a1ce6677b496bd3c0c63aceafc6556005e994,GLIGEN: Open-Set Grounded Text-to-Image Generation,"Large-scale text-to-image diffusion models have made amazing advances. However, the status quo is to use text input alone, which can impede controllability. In this work, we propose GLIGEN, Grounded-L...",2023,Computer Vision and Pattern Recognition,960,960,132,145,1.0,"gligen: open-set grounded text-to-image generation large-scale text-to-image diffusion models have made amazing advances. however, the status quo is to use text input alone, which can impede controllability. in this work, we propose gligen, grounded-language-to-image generation, a novel approach that builds upon and extends the functionality of existing pre-trained text-to-image diffusion models by enabling them to also be conditioned on grounding inputs. to preserve the vast concept knowledge of the pre-trained model, we freeze all of its weights and inject the grounding information into new trainable layers via a gated mechanism. our model achieves open-world grounded text2img generation with caption and bounding box condition inputs, and the grounding ability generalizes well to novel spatial configurations and concepts. gligen's zero-shot performance on coco and lvis outperforms existing supervised layout-to-image baselines by a large margin.","['gligen', 'open', 'set', 'grounded', 'text', 'to', 'image', 'generation', 'large', 'scale', 'text', 'to', 'image', 'diffusion', 'models', 'have', 'made', 'amazing', 'advances', 'however']"
s2_e23cb51f50f749320b9122fb5f75113b4d192c0a,Evaluation of Text Generation: A Survey,The paper surveys evaluation methods of natural language generation (NLG) systems that have been developed in the last few years. We group NLG evaluation methods into three categories: (1) human-centr...,2020,arXiv.org,683,683,104,101,1.0,"evaluation of text generation: a survey the paper surveys evaluation methods of natural language generation (nlg) systems that have been developed in the last few years. we group nlg evaluation methods into three categories: (1) human-centric evaluation metrics, (2) automatic metrics that require no training, and (3) machine-learned metrics. for each category, we discuss the progress that has been made and the challenges still being faced, with a focus on the evaluation of recently proposed nlg tasks and neural nlg models. we then present two case studies of automatic text summarization and long text generation, and conclude the paper by proposing future research directions.","['evaluation', 'of', 'text', 'generation', 'survey', 'the', 'paper', 'surveys', 'evaluation', 'methods', 'of', 'natural', 'language', 'generation', 'nlg', 'systems', 'that', 'have', 'been', 'developed']"
s2_cf694df964caa156ec306b45d3a3127533cb458f,Pick-a-Pic: An Open Dataset of User Preferences for Text-to-Image Generation,"The ability to collect a large dataset of human preferences from text-to-image users is usually limited to companies, making such datasets inaccessible to the public. To address this issue, we create ...",2023,Neural Information Processing Systems,1085,1085,155,167,1.0,"pick-a-pic: an open dataset of user preferences for text-to-image generation the ability to collect a large dataset of human preferences from text-to-image users is usually limited to companies, making such datasets inaccessible to the public. to address this issue, we create a web app that enables text-to-image users to generate images and specify their preferences. using this web app we build pick-a-pic, a large, open dataset of text-to-image prompts and real users' preferences over generated images. we leverage this dataset to train a clip-based scoring function, pickscore, which exhibits superhuman performance on the task of predicting human preferences. then, we test pickscore's ability to perform model evaluation and observe that it correlates better with human rankings than other automatic evaluation metrics. therefore, we recommend using pickscore for evaluating future text-to-image generation models, and using pick-a-pic prompts as a more relevant dataset than ms-coco. finally, we demonstrate how pickscore can enhance existing text-to-image models via ranking.","['pick', 'pic', 'an', 'open', 'dataset', 'of', 'user', 'preferences', 'for', 'text', 'to', 'image', 'generation', 'the', 'ability', 'to', 'collect', 'large', 'dataset', 'of']"
s2_1b2355c3c674b26a977768a91a164384ad51bbb1,ImageReward: Learning and Evaluating Human Preferences for Text-to-Image Generation,"We present a comprehensive solution to learn and improve text-to-image models from human preference feedback. To begin with, we build ImageReward -- the first general-purpose text-to-image human prefe...",2023,Neural Information Processing Systems,943,905,125,127,0.9597030752916225,"imagereward: learning and evaluating human preferences for text-to-image generation we present a comprehensive solution to learn and improve text-to-image models from human preference feedback. to begin with, we build imagereward -- the first general-purpose text-to-image human preference reward model -- to effectively encode human preferences. its training is based on our systematic annotation pipeline including rating and ranking, which collects 137k expert comparisons to date. in human evaluation, imagereward outperforms existing scoring models and metrics, making it a promising automatic metric for evaluating text-to-image synthesis. on top of it, we propose reward feedback learning (refl), a direct tuning algorithm to optimize diffusion models against a scorer. both automatic and human evaluation support refl's advantages over compared methods. all code and datasets are provided at \url{","['imagereward', 'learning', 'and', 'evaluating', 'human', 'preferences', 'for', 'text', 'to', 'image', 'generation', 'we', 'present', 'comprehensive', 'solution', 'to', 'learn', 'and', 'improve', 'text']"
s2_5fa10872ef8037853ff7c8baf5f77fb55a918eca,Diffusion Models for Non-autoregressive Text Generation: A Survey,"Non-autoregressive (NAR) text generation has attracted much attention in the field of natural language processing, which greatly reduces the inference latency but has to sacrifice the generation accur...",2023,International Joint Conference on Artificial Intelligence,1332,1273,186,186,0.9557057057057057,"diffusion models for non-autoregressive text generation: a survey non-autoregressive (nar) text generation has attracted much attention in the field of natural language processing, which greatly reduces the inference latency but has to sacrifice the generation accuracy. recently, diffusion models, a class of latent variable generative models, have been introduced into nar text generation, showing an improved text generation quality. in this survey, we review the recent progress in diffusion models for nar text generation. as the background, we first present the general definition of diffusion models and the text diffusion models, and then discuss their merits for nar generation. as the core content, we further introduce two mainstream diffusion models in existing work of text diffusion, and review the key designs of the diffusion process. moreover, we discuss the utilization of pre-trained language models (plms) for text diffusion models and introduce optimization techniques for text data. finally, we discuss several promising directions and conclude this paper. our survey aims to provide researchers with a systematic reference of related research on text diffusion models for nar generation. we also demonstrate our collection of text diffusion models at","['diffusion', 'models', 'for', 'non', 'autoregressive', 'text', 'generation', 'survey', 'non', 'autoregressive', 'nar', 'text', 'generation', 'has', 'attracted', 'much', 'attention', 'in', 'the', 'field']"
s2_168d3bfab5cf0ed356c51eb6eaa18654d575a419,Click: Controllable Text Generation with Sequence Likelihood Contrastive Learning,"It has always been an important yet challenging problem to control language models to avoid generating texts with undesirable attributes, such as toxic language and unnatural repetition. We introduce ...",2023,Annual Meeting of the Association for Computational Linguistics,963,963,126,127,1.0,"click: controllable text generation with sequence likelihood contrastive learning it has always been an important yet challenging problem to control language models to avoid generating texts with undesirable attributes, such as toxic language and unnatural repetition. we introduce click for controllable text generation, which needs no modification to the model architecture and facilitates out-of-the-box use of trained models. it employs a contrastive loss on sequence likelihood, which fundamentally decreases the generation probability of negative samples (i.e., generations with undesirable attributes). it also adopts a novel likelihood ranking-based strategy to construct contrastive samples from model generations. on the tasks of language detoxification, sentiment steering, and repetition reduction, we show that click outperforms strong baselines of controllable text generation and demonstrate the superiority of click's sample construction strategy.","['click', 'controllable', 'text', 'generation', 'with', 'sequence', 'likelihood', 'contrastive', 'learning', 'it', 'has', 'always', 'been', 'an', 'important', 'yet', 'challenging', 'problem', 'to', 'control']"
s2_c3b0da01017870729a7a83b94e7787e5105cbc32,Learning to Rewrite Prompts for Personalized Text Generation,"Facilitated by large language models (LLMs), personalized text generation has become a rapidly growing research direction. Most existing studies focus on designing specialized models for a particular ...",2023,The Web Conference,1704,1704,253,251,1.0,"learning to rewrite prompts for personalized text generation facilitated by large language models (llms), personalized text generation has become a rapidly growing research direction. most existing studies focus on designing specialized models for a particular domain, or they require fine-tuning the llms to generate personalized text. we consider a typical scenario in which the large language model, which generates personalized output, is frozen and can only be accessed through apis. under this constraint, all one can do is to improve the input text (i.e., text prompts) sent to the llm, a procedure that is usually done manually. in this paper, we propose a novel method to automatically revise prompts for personalized text generation. the proposed method takes the initial prompts generated by a state-of-the-art, multistage framework for personalized generation and rewrites a few critical components that summarize and synthesize the personal context. the prompt rewriter employs a training paradigm that chains together supervised learning (sl) and reinforcement learning (rl), where sl reduces the search space of rl and rl facilitates end-to-end training of the rewriter. using datasets from three representative domains, we demonstrate that the rewritten prompts outperform both the original prompts and the prompts optimized via supervised learning or reinforcement learning alone. in-depth analysis of the rewritten prompts shows that they are not only human readable, but also able to guide manual revision of prompts when there is limited resource to employ reinforcement learning to train the prompt rewriter, or when it is costly to deploy an automatic prompt rewriter for inference.","['learning', 'to', 'rewrite', 'prompts', 'for', 'personalized', 'text', 'generation', 'facilitated', 'by', 'large', 'language', 'models', 'llms', 'personalized', 'text', 'generation', 'has', 'become', 'rapidly']"
